GENE	pbmc_1	pbmc_10	pbmc_12_merged_1.fastq	pbmc_2_merged_1.fastq	pbmc_4	pbmc_5_merged_1.fastq	pbmc_6_merged_1.fastq	pbmc_7_merged_1.fastq	pbmc_9_merged_1.fastq
RNASEL	1114	2003	679	640	1111	1117	510	851	578
DROSHA	2107	4109	1890	1332	2941	3644	1150	2211	1846
RNASET2	21127	69481	22131	23924	18382	25501	15638	31445	28840
RND1	44	170	52	63	92	57	30	94	89
RND2	97	249	88	232	497	227	54	220	113
RND3	1	0	4	1	28	3	3	5	6
RNF103	711	2015	884	1051	3101	3543	347	1570	1032
RNF10	14867	33265	13963	8899	8668	14672	10286	14165	17643
RNF111	2793	5848	2939	1691	1928	3703	1498	3279	2911
RNF112	0	0	3	4	122	125	0	27	4
RNF113A	3315	7241	2670	2689	1678	2400	1702	3139	3015
RNF113B	0	0	0	0	8	0	0	1	0
RNF114	8417	21498	7085	5508	5442	7830	5172	8425	7244
RNF115	1429	3423	1662	1077	1046	1687	976	2324	1604
RNF11	6478	15798	7589	4526	3944	5722	4682	9537	9066
RNF121	750	1211	580	455	586	762	417	881	625
RNF122	817	2277	1211	888	671	785	403	1260	1215
RNF123	2625	6939	2352	1859	3004	4065	1398	3052	2605
RNF125	5706	9854	5822	4633	9431	10213	2811	8193	5549
RNF126P1	0	0	0	0	4	0	2	1	1
RNF126	7518	16503	7110	5232	7124	7536	4138	8643	6844
RNF128	0	0	0	0	3	0	0	0	12
RNF130	23210	80815	23249	20058	9846	21185	18895	32783	32074
RNF133	0	0	0	0	0	0	0	0	0
RNF135	3613	11564	3516	2487	2076	3554	2195	3687	4226
RNF138	8802	20137	8355	6227	4039	6828	4471	8596	8487
RNF139	8997	22864	11071	6146	4744	8020	7164	12770	11441
RNF13	6236	16837	6817	4192	3527	6644	4078	8162	8359
RNF141	6103	11039	3999	4287	2268	4626	3060	5495	6006
RNF144A	2505	4932	2142	1488	1729	1887	1201	2371	1673
RNF144B	2715	6581	3908	1687	2929	5372	1564	4494	3662
RNF145	4374	9910	4137	4911	3318	5144	2031	4464	4587
RNF146	1066	2713	1208	938	1956	2600	686	1008	1215
RNF148	0	0	0	0	0	0	0	0	0
RNF149	6426	17240	9027	6952	9999	16703	4851	10843	10903
RNF14	1931	4068	1342	840	897	1377	1024	1914	1684
RNF150	0	30	4	0	3	8	0	0	0
RNF151	0	0	0	0	2	0	0	0	0
RNF152	0	28	0	0	0	4	1	0	0
RNF157	4254	8557	3320	2848	2045	1923	1882	3141	2789
LTN1	2168	3793	1923	893	1918	3348	1107	2524	1484
RNF165	138	172	112	60	185	142	53	127	147
RNF166	13401	38484	12207	11606	21434	24516	7899	16994	14706
RNF167	10554	24025	10106	8543	6909	8373	6282	13646	10562
RNF168	1551	3070	1730	1184	1103	2133	1085	2225	1424
RNF169	3101	6200	3223	1750	3220	5894	1725	3971	3368
RNF170	1223	2399	1172	832	1383	1427	747	1198	1260
RNF175	183	505	90	153	412	459	56	223	131
RNF17	14	0	49	0	5	0	0	0	0
RNF180	0	0	0	0	0	0	0	0	0
RNF181	3263	8868	2686	2897	1701	2302	1962	3736	3525
RNF182	5	60	14	0	6	0	3	10	304
RNF183	0	0	0	0	18	2	0	0	0
RNF185	2020	4116	1774	1268	1067	1944	1121	1960	1902
RNF186	0	0	0	0	0	0	0	0	0
RNF187	10262	30467	9551	10231	5048	6144	6460	12757	12094
RNF19A	3474	6060	4148	1680	4846	7280	2056	5729	3732
RNF19B	5236	15476	5658	4200	3271	5428	3600	7053	5897
RNF207	51	122	72	113	806	429	29	136	106
RNF208	110	447	152	111	137	161	100	123	124
RNF20	4890	8419	4626	2785	2115	3710	3131	5543	4323
RNF212	36	255	96	79	98	100	38	76	116
RNF213	31198	78497	41160	18788	48771	83126	22787	44973	38521
RNF214	1655	3645	1380	1003	1578	2007	1021	1558	1526
RNF215	327	997	311	255	448	708	209	319	310
RNF216P1	1356	2657	1273	1382	900	819	560	1320	841
RNF216	7079	14974	6014	5537	9990	10259	3561	7295	5589
RNF217	149	521	136	160	106	234	100	177	192
RNF219	886	2129	741	263	567	674	361	1005	591
RNF220	9212	21408	7900	7416	6018	8059	5000	10067	8565
RNF222	59	41	74	210	548	197	16	135	83
RNF24	1154	2311	785	785	686	1406	677	1275	1018
RNF25	971	1684	679	597	587	1000	481	1081	891
RNF26	3964	11059	3577	2704	1798	3273	2547	3975	4278
RNF2	1797	3693	1489	1062	697	1066	937	1969	1766
RNF31	5229	14552	5051	4324	5682	7107	3206	6148	5732
RNF32	95	280	164	113	139	245	90	40	169
RNF34	1816	3226	1278	1180	1618	1717	677	1842	1306
RNF38	9096	18612	9509	4972	4774	9118	5585	11017	9172
RNF39	20	68	36	27	49	55	12	39	27
RNF40	7630	16645	6548	5280	4757	7273	4229	8266	7230
RNF41	4029	8605	2959	2307	1598	2667	2185	3789	2922
RNF43	144	360	127	140	396	244	79	226	142
RNF44	11720	28523	10261	8088	12062	14602	5625	12518	9346
RNF4	6696	12628	6859	3721	4182	6420	3486	6949	5707
RNF5	3927	8492	2435	3121	1241	1956	1854	3897	3477
RNF6	3087	7412	3896	1713	1869	3318	2006	3956	3842
RNF7	3921	11840	3555	4146	2713	3050	2612	5814	4826
RNF8	1290	2302	1044	654	910	1125	707	1105	1086
RNFT1	1260	2921	1198	629	1700	2337	656	1193	1123
RNFT2	127	197	95	132	536	320	66	285	86
RNGTT	1700	3864	1747	1642	1144	1490	965	1798	1348
RNH1	19572	55117	18301	15958	10331	15844	11896	22845	21525
RNLS	147	374	164	132	72	117	91	206	246
RNMTL1	1059	2860	917	960	774	971	618	1616	1098
RNMT	2704	5155	2535	1669	2025	3348	1223	2260	2130
RNPC3	809	1344	645	625	1691	3048	461	775	714
RNPEP	7994	25931	8304	6446	6145	9210	6690	10766	12431
RNPS1	15452	35927	13345	10836	9277	11552	8531	16753	15500
RNU11	5	7	4	0	0	0	0	0	0
RNU4ATAC	6	10	0	0	4	1	0	4	0
RNU5E-1	5	0	4	0	1	0	0	19	9
RNU6ATAC	0	9	10	0	6	2	0	0	0
RNY4	0	0	0	0	0	0	0	0	0
LAMTOR2	3199	10419	2555	2998	1393	1945	2063	3873	3877
ROBO1	344	125	127	75	272	299	202	214	57
ROBO2	0	0	0	0	0	0	0	0	0
ROBO3	276	809	309	399	981	692	130	270	277
ROBO4	39	164	10	0	56	13	8	0	22
ROCK1	9246	19235	9215	8187	9247	12334	5898	15059	10142
ROCK2	1720	3300	1961	868	1519	2582	1107	1667	1399
PTBP3	22724	45488	20787	11658	9957	18471	13297	24650	22463
ROGDI	2248	10771	2349	2981	3178	5299	2061	3082	4288
ROM1	114	355	90	92	92	109	77	107	94
ROMO1	1862	5384	1708	2245	962	962	1020	2280	2073
ROPN1B	0	0	6	0	4	12	0	0	0
ROPN1L	101	172	49	77	26	73	115	125	90
ROPN1	0	0	0	0	0	2	0	0	0
ROR1	41	44	18	9	38	3	3	11	13
ROR2	17	46	17	9	29	19	12	9	38
RORA	5023	8118	5990	2569	11582	14381	1818	6636	4096
RORB	0	0	10	0	14	0	8	13	1
RORC	636	949	431	209	294	237	125	262	342
ROS1	0	0	0	0	8	0	0	0	0
LINC00632	55	31	39	53	217	108	11	67	23
RP1L1	2	0	0	0	8	4	0	0	0
RP1	0	0	0	0	19	0	0	0	0
RP2	3407	6857	2559	2070	1883	3420	1580	3637	2968
RP9P	345	1051	284	449	1281	714	140	705	582
RP9	1238	3444	1151	1480	1233	1327	777	1937	1605
RPA1	10901	21671	10512	6971	4380	7175	6471	9921	8837
RPA2	5964	12514	5159	3562	2092	2926	3292	6539	5171
RPA3	889	2478	683	709	392	569	494	1217	879
RPA4	5	15	26	45	87	35	5	71	16
RPAIN	1349	3269	1370	1358	2927	2848	705	2068	1397
RPAP1	1676	3854	1524	1158	1527	1598	1065	1594	911
RPAP2	796	1263	712	424	439	649	414	835	484
RPAP3	3008	5982	2901	1726	1132	2157	1839	2996	2538
RPE65	0	0	5	0	0	0	0	0	0
RPE	1334	2553	1043	733	648	1118	779	1439	1138
RPF1	3456	7378	3327	2483	2240	3208	2066	3623	3103
RPF2	949	1522	674	767	481	520	513	832	672
RPGRIP1L	157	286	129	87	208	159	68	228	120
RPGRIP1	184	285	88	126	298	451	141	166	199
RPGR	513	742	344	265	696	1020	265	591	476
RPH3AL	399	315	194	151	420	295	133	317	228
RPH3A	1112	7622	1240	839	399	989	824	1449	1422
RPIA	4399	8537	4032	3535	1750	2777	2196	5429	4088
RPL10A	107738	284138	107559	94991	46529	67666	69817	118340	100360
RPL10L	20	50	37	10	7	4	3	20	12
RPL10	327343	778221	324782	255631	124319	196822	201370	367266	299451
RPL11	196731	479254	166154	188147	73376	100999	112158	223750	183203
RPL12	119790	266444	102950	114885	43547	60044	72074	136658	102869
RPL13AP17	2	8	7	2	0	0	2	5	1
RPL13AP20	125	371	180	160	100	101	85	269	173
RPL13AP3	270	496	278	228	121	135	132	314	271
RPL13AP6	89	163	133	94	49	43	42	135	112
RPL13A	450502	1159394	432342	476791	196719	243993	260436	540352	417942
RPL13	370613	916109	343750	402892	149708	185473	195326	418718	312721
RPL14	122004	293856	131016	128713	55407	78941	82506	149189	123441
RPL15	183384	440317	174743	144959	72449	115757	116184	216837	183355
RPL17	109871	272043	105274	127180	51009	73574	66609	151224	106733
RPL18A	187762	491825	168826	185263	73989	101565	114315	215852	164817
RPL18	135594	353998	116502	135749	55303	72477	79433	159701	122239
RPL19	220584	546491	206846	189804	89345	124850	131712	247473	203124
RPL21	159181	349655	157379	160019	74661	103330	88887	202695	152922
RPL22L1	2107	5969	1802	1754	1477	1532	1138	3281	2972
RPL22	92208	219367	81357	87160	34501	47854	54133	104938	84507
RPL23A	144654	350998	149532	128302	64858	83319	89564	163627	147114
RPL23	122835	312358	108988	120912	52609	74467	72260	150655	116593
RPL24	79653	189328	73324	79971	32839	44710	43909	97111	76066
RPL26L1	951	2405	694	736	463	608	622	1070	949
RPL26	129376	325487	134224	126133	60126	89963	81189	180989	141758
RPL27A	141523	335402	128384	130788	67471	86972	80465	172371	145945
RPL27	94529	219941	79257	95012	44854	58929	53181	113240	89146
RPL28	178332	499925	181185	179278	78518	103577	112508	222510	176760
RPL29P2	42	59	45	11	27	19	18	47	34
RPL29	127124	329693	117533	114269	52402	74886	82252	146804	121566
RPL30	152317	360181	135641	134561	56628	75465	84162	169923	133518
RPL31P11	30	48	35	26	55	50	26	43	33
RPL31	121709	269799	103156	119834	46950	63316	68305	146566	109155
RPL32	154651	367595	136334	139707	59494	79759	89650	174492	139146
RPL34	112033	274421	101272	128793	49035	63721	63325	144607	110551
RPL35A	84326	206338	72844	89667	33917	44646	48166	100307	82555
RPL35	74560	181966	65044	84926	36682	43369	43788	95329	72149
RPL36AL	24045	64432	26218	26742	12285	16205	17226	28313	22368
RPL36A	76865	180538	72632	71182	34137	45192	45705	90095	76274
RPL36	62467	142529	50578	63679	26338	31310	32612	66771	47130
RPL37A	120415	318616	102522	151474	52362	73894	77739	161208	120242
RPL37	106544	271014	98622	114814	48103	59179	65227	129109	110652
RPL38	63535	162664	54667	73122	27967	31897	35017	73115	96042
RPL39L	242	416	177	294	113	150	88	358	231
RPL39	79571	205418	74064	91941	35608	43366	35299	110595	82269
RPL3L	5	1	8	14	45	15	4	6	15
RPL3	382896	974027	363713	368811	152253	212007	228558	450354	358701
RPL41	218022	527762	211885	221177	96153	122973	133051	276951	226392
RPL4	287950	732457	295696	258082	115991	175344	186401	339029	276206
RPL5	143736	346967	141707	136722	59902	92591	83129	180381	140742
RPL6	173515	448929	190148	173699	79948	127415	119767	245234	186415
RPL7A	184869	438248	176067	159764	75662	112182	110664	227390	183160
RPL7L1	3511	7790	2701	2857	2791	3089	1843	4114	3006
RPL7	190923	479067	191443	193922	80295	116589	122316	255334	193388
RPL8	239806	597424	202228	235307	79455	114980	110104	294564	205919
RPL9	162076	394920	152327	168500	69834	61265	91611	213222	163553
RPLP0P2	169	302	199	394	969	282	110	369	210
RPLP0	194805	477567	193967	171685	79574	116982	129625	235795	187430
RPLP1	189063	533097	178511	207382	85441	104961	121687	226414	190459
RPLP2	166579	437454	147559	200760	78166	83476	101102	196736	164141
RPN1	20265	54917	16771	15358	7324	12519	12598	23896	18988
RPN2	22571	52168	22326	14214	8966	16606	14640	25968	24192
RPP14	1339	2552	1005	1312	2073	1354	720	1344	1060
RPP21	897	3096	794	821	867	1079	527	1093	970
RPP25	598	1511	523	407	252	368	341	588	573
RPP30	1338	3068	1384	1417	1693	1844	894	1914	1333
RPP38	633	1707	745	360	626	727	418	656	620
RPP40	315	604	175	349	124	178	153	395	324
RPRD1A	1682	3046	1324	870	1472	1897	923	1366	1309
RPRD1B	877	1853	605	618	1399	1622	343	856	739
RPRD2	8507	17524	7411	3620	3665	6722	4275	7258	6802
RPRML	0	15	0	0	12	0	0	4	0
RPRM	7	0	5	0	6	0	9	8	23
RPS10	93951	240379	85634	90561	39579	50431	51708	106924	87932
RPS11	205465	532391	202954	174074	88141	124121	130840	265391	200605
RPS12	172129	429951	170771	170375	67021	92709	97195	206208	161315
RPS13	87846	214091	80836	85697	35972	51521	52885	107976	83367
RPS14	173963	477981	173654	194590	84746	108811	111267	227321	178872
RPS15A	112526	238323	103254	99480	49479	68344	61606	132526	104694
RPS15	92401	239609	80361	92033	37690	49374	54172	101486	85250
RPS16	146861	391367	128099	166167	61283	83336	83956	167037	137763
RPS17	95480	312689	90069	113686	43037	56771	56295	137778	105483
RPS18	229904	572090	215663	159273	92140	95634	137410	266688	160599
RPS19BP1	4567	13283	4683	5259	2876	3466	3277	7166	5976
RPS19	114066	304318	129431	131072	62125	76083	71776	153371	130552
RPS20	136011	341477	133755	160490	61494	80918	82146	179849	136825
RPS21	44973	110406	38499	55655	20603	23695	21099	54032	44422
RPS23	165795	399879	165951	156488	67704	94885	104406	177756	164835
RPS24	131559	341152	120240	126672	56955	90531	83185	168392	140275
RPS25	137091	317695	131896	140660	56316	72675	78958	156925	129093
RPS26	11326	27416	60050	10212	5382	7290	6817	14072	11086
RPS27A	117239	310060	116202	131877	51957	68668	67790	165724	122811
RPS27L	3252	7340	2925	3468	1975	2308	1721	3663	3645
RPS27	185333	395565	184283	154561	80048	104713	106086	211068	175408
RPS28	90916	236280	80357	102479	39205	46774	53182	103642	84269
RPS29	61717	150922	51954	70204	27694	32067	32546	72045	56375
RPS2	313088	841123	277157	282846	119234	163576	192727	350949	293841
RPS3A	277787	659491	269929	271155	110621	159509	159831	362915	265304
RPS3	209090	505931	180366	209281	81454	110024	108050	243891	194527
RPS4X	221132	359084	147204	191879	62941	92222	96888	181481	149740
RPS4Y1	2	91611	34116	1	14600	21410	22071	40598	32154
RPS4Y2	0	29	19	0	21	7	0	21	7
RPS5	90384	219193	72511	59145	27475	36934	49532	82724	67941
RPS6KA1	19226	47488	19727	15389	10471	16605	14740	27091	23155
RPS6KA2	805	1475	582	360	479	640	344	801	578
RPS6KA3	17976	30918	17679	8488	10142	14848	9958	16459	13475
RPS6KA4	8823	27787	7321	6625	4748	9130	4852	9485	9460
RPS6KA5	890	1292	651	436	432	588	404	1045	664
RPS6KA6	20	0	13	0	0	2	8	4	16
RPS6KB1	2875	6322	2863	1552	2420	3127	1405	2452	2094
RPS6KB2	4392	11711	4576	3844	3771	5265	2967	5918	5413
RPS6KC1	1481	3275	1291	759	810	1729	957	1615	1589
RPS6KL1	135	232	99	106	528	293	72	151	162
RPS6	288942	708707	289178	292782	128832	176454	179840	351299	276623
RPS7	92433	231295	92911	97683	46163	57385	60082	125532	95197
RPS8	182912	530477	186236	175071	80776	114490	127097	233687	187882
RPS9	150491	370221	126282	173851	71338	89662	80704	166685	146376
RPSAP52	27	20	43	11	14	5	8	40	29
RPSA	149847	325805	137724	101111	50612	76475	86298	180512	130533
RPTN	0	0	0	0	0	0	0	0	0
RPTOR	4927	10403	3874	2414	2833	4529	2446	4817	2661
RPUSD1	3033	9846	2355	2848	2003	3098	1752	3249	3444
RPUSD2	1155	2888	1282	872	785	1148	777	1329	1428
RPUSD3	2332	7162	2297	2402	1615	1999	1349	3052	2494
RPUSD4	1789	4395	1559	1358	1458	1855	1278	2028	1651
RQCD1	941	1942	1072	431	600	1045	800	941	863
RRAD	9	26	2	17	33	24	9	22	6
RRAGA	3565	8304	3412	2653	1481	1904	1682	3940	3364
RRAGB	571	1738	643	579	770	884	522	820	712
RRAGC	2170	4468	2019	1036	732	1519	1418	2002	2002
RRAGD	1142	3215	897	1136	618	1035	671	1256	1408
RRAS2	1711	3492	1477	750	689	1234	773	2042	1214
RRAS	2117	8024	3057	2116	1488	2064	1500	3657	3413
RRBP1	5457	13777	5858	4136	5245	9137	4381	6997	6501
RREB1	4766	11114	4837	2747	4417	7395	2685	4526	4152
RRH	0	0	0	0	0	0	0	0	3
RRM1	1838	2538	1596	1366	905	1315	1031	1666	1651
RRM2B	1618	3266	1310	896	785	1790	696	1267	1150
RRM2	769	716	595	283	685	595	649	704	992
RRN3	2482	3439	1938	1759	2305	2850	1270	2487	1593
RRP12	3470	9612	3592	3153	3432	3121	2261	5547	3431
RRP15	1579	2602	1105	1488	2613	1517	580	1851	1240
RRP1B	6084	10739	4900	3536	2867	4243	3030	5463	4129
RRP1	1353	2637	1043	939	687	954	595	1147	1001
RRP7A	5890	13055	2018	4392	1767	2099	3925	2614	3029
RRP7BP	1573	2766	746	364	2848	1921	1425	1611	547
RRP8	592	1314	477	654	594	795	305	661	635
RRP9	975	2031	737	824	776	992	390	1089	673
RRS1	3217	6850	2531	2276	1134	1860	1357	2908	2572
RS1	20	5	12	6	30	39	5	10	17
RSAD1	4608	10355	4055	3554	3570	4247	2426	5166	4625
RSAD2	949	1767	788	775	596	983	448	918	829
RSBN1L	4067	7998	3079	5669	3277	3544	2098	5643	4248
RSBN1	4546	10142	4454	3756	2848	4001	2816	6262	4696
RSC1A1	590	1304	608	217	295	674	368	437	399
RSF1	5485	10059	5594	5918	4885	6204	2734	8395	6095
RSL1D1	26696	60266	24868	19644	11829	18946	16847	30148	24973
RSL24D1	12407	30431	14213	10249	6372	9629	9093	16859	14388
RSPH10B2	24	29	4	66	198	161	22	121	24
RSPH1	4	27	8	21	71	26	9	37	5
RSPH3	498	1357	263	218	250	422	249	409	417
RSPH4A	13	20	10	37	98	93	6	40	31
RSPH6A	1	13	8	1	12	9	8	4	1
RSPH9	15	13	13	20	9	28	19	25	32
RSPO1	7	13	0	0	0	2	0	0	0
RSPO2	0	0	0	0	0	0	0	0	1
RSPO3	0	0	0	0	0	0	0	0	0
RSPO4	0	0	0	0	13	8	0	11	0
RSPRY1	921	1628	554	366	499	927	273	668	486
RSRC1	875	2014	847	469	459	803	584	986	828
RSRC2	3103	6078	3273	2154	5557	6879	1805	4795	3412
RSU1	9290	20539	10058	7403	4854	7309	7641	10653	8897
RTBDN	18	70	28	44	85	40	17	29	22
RTCA	2089	4122	2141	1723	2388	2369	1397	2096	1915
RSPH14	56	90	15	358	704	174	27	175	65
RTEL1	895	2208	851	758	2855	2942	525	1060	955
RTF1	11406	27758	11734	13496	7594	10329	6655	14796	11906
RTKN2	914	977	466	606	1141	970	342	1047	609
RTKN	85	138	75	40	64	48	42	87	89
RTL1	0	0	0	0	0	0	1	0	0
RTN1	2907	11113	2148	2391	1640	2097	2862	5032	3170
RTN2	259	853	383	210	256	220	216	468	454
RTN3	19193	61075	19251	17758	7676	15913	17038	25377	24986
RTN4IP1	388	788	396	571	538	405	192	621	443
RTN4RL1	60	60	40	58	30	25	30	47	20
RTN4RL2	65	195	37	45	35	46	54	101	62
RTN4R	170	306	127	174	62	105	49	227	97
RTN4	16519	41238	17469	11722	7969	12919	11594	19405	17271
RTP1	0	0	0	0	33	0	0	0	0
RTP2	0	0	0	0	0	0	0	0	0
RTP3	0	0	0	0	0	0	0	0	0
RTP4	261	628	268	265	111	228	113	251	239
RTTN	848	1401	744	340	660	997	303	643	658
RUFY1	6851	18116	6713	4177	5420	5680	4451	7943	7729
RUFY2	503	1122	603	557	1003	1189	185	769	452
RUFY3	1804	6804	2112	1229	2725	4118	1183	2423	1922
RUFY4	38	166	33	34	284	594	22	113	67
RUNDC1	2004	4919	1742	2605	2413	1864	866	1960	1661
RUNDC3A	47	63	39	6	44	20	47	13	327
RUNDC3B	20	125	28	49	58	33	18	26	39
RUNX1T1	2	8	0	0	20	0	0	1	1
RUNX1	8802	21699	8711	6112	6224	9625	5199	10373	9066
RUNX2	2649	4840	2312	1314	2438	3141	1225	2073	2217
RUNX3	37296	94772	65821	38271	42174	60558	26374	87103	68354
RUSC1	1029	3496	1157	875	1498	1769	889	1644	1253
RUSC2	477	1320	474	386	949	1397	297	403	495
RUVBL1	3349	7012	2517	2225	1172	1772	1741	3292	2255
RUVBL2	3915	9120	2998	3107	2151	2615	1954	3958	3437
RWDD1	5860	14650	5977	6207	3577	4514	3579	9077	7388
RWDD2A	217	393	192	326	205	313	126	256	164
RWDD2B	720	1892	648	401	444	476	451	776	632
RWDD3	918	2302	1010	1006	815	676	586	1087	1055
RWDD4	1897	4508	1957	1183	1165	1632	1164	2291	1933
RXFP1	0	0	0	0	8	4	0	0	0
RXFP2	88	160	78	29	48	104	120	136	95
RXFP3	0	0	0	0	0	0	0	0	0
RXFP4	26	30	12	16	56	75	6	1	30
RXRA	17400	57672	16637	13421	8259	18129	12125	20885	19090
RXRB	3626	7441	2799	3000	4475	5466	2007	3942	2780
RXRG	2	0	0	0	1	0	0	0	0
RYBP	4293	7641	3406	2528	2628	3714	2143	4916	3535
RYK	1928	4262	1558	1384	1666	1878	833	1936	1294
RYR1	447	1183	994	517	356	311	476	690	1127
RYR2	0	21	18	0	44	16	31	26	24
RYR3	12	14	16	23	85	104	8	6	15
S100A10	24371	73550	25265	22545	11044	16547	18785	28965	31488
S100A11	19183	59787	19232	15436	7439	14735	14421	20689	25438
S100A12	14352	37364	8231	10635	3498	4153	16032	13649	17935
S100A13	164	499	83	165	270	423	82	158	175
S100A14	0	0	0	0	0	0	0	0	0
S100A16	0	3	0	2	0	0	7	3	10
S100A1	4	30	16	0	23	82	12	18	23
S100A2	12	18	9	8	0	5	8	8	12
S100A3	0	0	3	0	0	7	0	0	7
S100A4	59621	181718	56186	54772	30888	39856	40833	89865	87813
S100A5	29	101	16	33	36	28	24	57	37
S100A6	35203	117064	29473	35866	16086	21941	24353	48737	47478
S100A7A	0	0	0	0	9	1	0	0	0
S100A7L2	0	0	0	0	0	0	0	0	0
S100A7	0	0	0	0	0	0	0	0	0
S100A8	93059	262363	55036	96532	26204	43617	76148	102170	119617
S100A9	247826	646667	135565	173851	53129	109898	189944	214589	265401
S100B	173	286	2481	1166	380	332	1724	407	780
S100G	0	0	0	0	0	0	0	0	0
S100PBP	1292	2093	1006	1030	2282	2514	614	1758	1064
S100P	667	191	453	1939	418	496	784	1482	1253
S100Z	333	1186	519	414	536	803	332	540	874
S1PR1	12763	18928	9076	7987	2961	4735	4752	5862	6783
S1PR2	720	2001	686	1542	4219	1306	415	1766	904
S1PR3	864	2117	567	401	532	535	448	676	696
S1PR4	12225	28695	9086	10460	4475	5806	6365	10766	9460
S1PR5	5537	9757	9568	4453	6889	7748	3360	17138	11323
SAA1	1	10	0	0	0	0	0	0	0
SAA2	0	0	0	0	2	0	0	0	0
SAA3P	0	0	0	0	0	0	0	0	0
SAA4	0	14	0	0	5	0	0	0	0
SAAL1	599	1090	566	298	514	596	397	724	500
SAC3D1	943	2597	745	1218	411	406	607	931	903
SACM1L	2840	4647	2471	2010	4606	4982	1196	3806	2102
SACS	2915	4017	2436	1561	2436	3627	1681	2736	2090
SAE1	8831	19796	7321	7118	3697	5021	5168	9263	7569
SAFB2	9079	23859	8807	8686	9419	11086	5813	9881	9142
SAFB	11753	27187	9958	10051	7625	9868	5938	11751	9704
SAGE1	6	0	0	0	0	0	0	0	0
SAG	29	65	48	56	141	26	16	12	45
SALL1	35	184	28	54	24	26	25	32	25
SALL2	465	644	285	234	98	139	206	513	322
SALL3	0	0	0	0	33	0	4	0	0
SALL4	2	0	0	0	16	16	0	0	0
SAMD10	868	1540	778	592	1254	726	451	877	733
SAMD11	5	0	5	14	1	6	0	0	6
SAMD12	351	452	141	92	282	236	185	116	231
SAMD13	15	80	14	60	15	29	3	20	10
SAMD14	24	184	61	34	29	30	87	24	192
SAMD3	2860	4993	4279	2403	4262	5626	2111	6068	3593
SAMD4A	216	1055	332	315	949	1104	129	444	349
SAMD4B	2466	5466	2195	1515	3281	3930	1583	2924	2377
SAMD5	109	207	75	218	566	243	56	264	100
SAMD7	0	1	0	9	20	7	0	4	13
SAMD8	476	985	548	128	454	879	355	625	479
SAMD9L	4538	8491	5437	2127	3679	7543	2404	4714	3987
SAMD9	5393	8862	5357	1932	1993	4251	2423	4693	3784
SAMHD1	35551	67384	28488	11840	9826	24336	19381	23883	28777
SAMM50	3817	9349	3252	2826	1659	2547	2316	4188	3254
SAMSN1	2521	5418	2729	1589	2363	4272	1589	3334	2699
SAP130	1994	4303	1844	950	1526	2488	1371	1817	2089
SAP18	10242	23135	9523	8005	4479	6429	5946	11629	10697
SAP30BP	4198	8664	3262	3080	4784	5955	2140	4905	3925
SAP30L	4393	10087	4074	3366	3106	4082	2349	4862	4447
SAP30	1041	2928	939	638	458	901	544	1714	1512
PPP6R1	21036	53975	20275	12601	15823	22121	12795	21237	19917
PPP6R2	5800	15021	5413	4423	7903	10266	3356	6478	6111
PPP6R3	7499	15966	7569	5066	6665	9945	3816	7858	7246
SAR1A	4444	9026	4675	3430	6236	7431	2248	4952	4201
SAR1B	923	1621	823	583	543	705	508	683	675
SARDH	646	1146	147	633	455	304	109	384	343
SARM1	1878	4248	1770	1143	1740	1924	1305	1906	1689
SARNP	3138	6514	2912	2205	1793	2518	1860	4024	3421
SARS2	911	3137	918	498	1361	1882	657	1227	804
SARS	8971	17952	7079	5308	4463	6439	5030	8794	7369
SART1	11297	31768	9432	9477	7276	9565	6600	11455	10130
SART3	4020	8685	3213	2941	3500	4019	1909	3852	3076
SASH1	1533	1248	653	529	571	1329	864	513	686
SASH3	19393	42544	18390	12940	14328	19399	11400	24057	21260
SASS6	334	951	334	193	500	434	157	405	319
SAT1	18879	78226	25364	20165	25704	35430	11185	40477	29621
SAT2	3464	10013	2746	3313	3355	4366	2365	4990	3795
SATB1	16138	31023	12391	10676	11117	13280	6098	13755	9746
SATB2	90	196	91	59	175	124	42	91	138
SATL1	81	183	85	67	62	104	61	173	82
SAV1	2189	5073	2248	1026	851	1144	975	2305	2014
SBDS	4756	11379	5539	2863	7521	6829	3265	7337	5838
SBF1P1	2	3	1	2	0	1	1	1	2
SBF1	14433	31874	14766	9554	17096	21034	8750	14261	14070
SBF2	2260	3719	2286	2358	5908	3678	1525	3070	2421
SBK1	4101	9123	4847	3257	3329	4010	3067	6631	4664
SBK2	0	0	0	0	0	0	0	0	0
SBNO1	3679	7350	3968	2189	2548	3417	1960	4025	3542
SBNO2	4611	14084	3803	3626	8466	11443	2561	5460	4201
SBSN	0	0	0	7	0	0	0	0	0
MSMO1	622	1465	632	574	861	861	397	706	717
SC5D	943	1704	972	643	1132	1285	486	1017	752
P3H4	488	1174	572	800	1343	661	347	719	626
SCAF1	6061	14002	4445	3686	3639	5224	3090	5478	4914
SCAI	1554	3645	1374	1764	2854	2405	929	2265	1479
SCAMP1	2834	5601	3445	2021	1773	2345	2061	3505	2904
SCAMP2	14039	33751	13072	11519	7710	11645	9316	15765	13589
SCAMP3	4393	9624	3787	3115	2626	3520	2716	4250	3922
SCAMP4	4155	10332	3279	3371	4049	4041	2891	4109	3818
SCAMP5	440	997	228	529	226	677	274	537	410
SCAND1	8750	31350	8306	11589	6448	6562	6268	10155	10969
